"","topic","gamma","id"
"4075",12,0.91461,30862
"4076",4,0.99864,30865
"4077",12,0.90769,30872
"4078",9,0.90855,30890
"4079",12,0.68426,30904
"4080",8,0.99899,30909
"4081",8,0.33114,30912
"4082",8,0.35058,30920
"4083",10,0.72905,30927
"4084",6,0.91429,30941
"4085",4,0.76442,30948
"4086",6,0.99574,30950
"4087",4,0.84378,30958
"4088",3,0.6744,30967
"4089",10,0.69861,30969
"4090",11,0.99665,30977
"4091",4,0.99927,30981
"4092",7,0.70457,30982
"4093",7,0.53609,30986
"4094",3,0.62461,30988
"4095",8,0.80357,30992
"4096",6,0.99819,30997
"4097",4,0.55366,30999
"4098",10,0.96575,31010
"4099",6,0.52369,31016
"4100",2,0.62011,31021
"4101",7,0.87065,31039
"4102",1,0.32999,31059
"4103",3,0.95098,31063
"4104",9,0.50896,31064
"4105",7,0.91801,31069
"4106",6,0.99711,31077
"4107",8,0.99851,31082
"4108",5,0.56819,31092
"4109",2,0.56333,31102
"4110",7,0.91876,31110
"4111",12,0.57687,31116
"4112",7,0.89154,31131
"4113",4,0.84626,31137
"4114",2,0.99931,31145
"4115",1,0.62661,31153
"4116",4,0.9136,31158
"4117",4,0.96421,31193
"4118",6,0.45101,31206
"4119",2,0.50049,31213
"4120",12,0.94509,31219
"4121",4,0.63929,31223
"4122",11,0.8458,31228
"4123",9,0.66934,31232
"4124",12,0.69058,31241
"4125",2,0.98961,31245
"4126",2,0.96219,31253
"4127",1,0.99918,31254
"4128",10,0.49423,31255
"4129",3,0.92705,31280
"4130",6,0.74032,31283
"4131",4,0.9181,31284
"4132",1,0.40646,31292
"4133",4,0.80535,31298
"4134",4,0.99586,31300
"4135",4,0.99175,31301
"4136",8,0.99943,31327
"4137",4,0.97131,31333
"4138",4,0.95204,31344
"4139",6,0.91519,31361
"4140",9,0.82696,31379
"4141",4,0.9273,31411
"4142",10,0.99843,31413
"4143",3,0.68071,31416
"4144",1,0.32505,31426
"4145",4,0.99688,31431
"4146",4,0.99798,31438
"4147",4,0.95166,31442
"4148",4,0.84885,31443
"4149",4,0.92133,31444
"4150",4,0.999,31446
"4151",11,0.7212,31482
"4152",5,0.4717,31483
"4153",12,0.99918,31497
"4154",5,0.99836,31501
"4155",6,0.99741,31510
"4156",7,0.91922,31527
"4157",3,0.80358,31528
"4158",6,0.99601,31541
"4159",7,0.99836,31542
"4160",10,0.99821,31549
"4161",5,0.68141,31553
"4162",4,0.99586,31561
"4163",8,0.90706,31564
"4164",4,0.81806,31568
"4165",1,0.39331,31570
"4166",11,0.58696,31574
"4167",8,0.88813,31579
"4168",1,0.65853,31591
"4169",6,0.59118,31598
"4170",6,0.72147,31603
"4171",7,0.99824,31607
"4172",12,0.73278,31611
"4173",5,0.35346,31624
"4174",12,0.96032,31644
"4175",6,0.61791,31650
"4176",6,0.89788,31653
"4177",7,0.65487,31663
"4178",2,0.8814,31673
"4179",12,0.99801,31674
"4180",11,0.61944,31675
"4181",3,0.99638,31680
"4182",4,0.75261,31683
"4183",11,0.67362,31690
"4184",12,0.61392,31694
"4185",4,0.99856,31720
"4186",4,0.78299,31737
"4187",3,0.91496,31741
"4188",12,0.99884,31755
"4189",9,0.6969,31765
"4190",8,0.89596,31766
"4191",12,0.99661,31775
"4192",4,0.90039,31776
"4193",2,0.52504,31780
"4194",7,0.48622,31784
"4195",9,0.8678,31788
"4196",11,0.99904,31798
"4197",8,0.99601,31812
"4198",6,0.96831,31813
"4199",5,0.72974,31827
"4200",2,0.99685,31829
"4201",8,0.50943,31831
"4202",12,0.86577,31832
"4203",4,0.72181,31833
"4204",11,0.9973,31834
"4205",3,0.46184,31842
"4206",2,0.50644,31848
"4207",4,0.92375,31881
"4208",3,0.55118,31894
"4209",3,0.95427,31897
"4210",3,0.82683,31921
"4211",7,0.99951,31930
"4212",5,0.72322,31935
"4213",3,0.69723,31936
"4214",9,0.88541,31939
"4215",6,0.99964,31941
"4216",6,0.99728,31950
"4217",3,0.53733,31976
"4218",9,0.46052,31984
"4219",8,0.97585,32002
"4220",11,0.82453,32028
"4221",3,0.74553,32029
"4222",10,0.55122,32033
"4223",12,0.69686,32037
"4224",11,0.99883,32056
"4225",6,0.80093,32102
"4226",3,0.78003,32105
"4227",11,0.99867,32114
"4228",4,0.9676,32124
"4229",11,0.6113,32127
"4230",4,0.89706,32129
"4231",4,0.89917,32130
"4232",12,0.79525,32138
"4233",12,0.37563,32142
"4234",4,0.71981,32145
"4235",3,0.80905,32152
"4236",7,0.89754,32154
"4237",4,0.7231,32169
"4238",4,0.52883,32171
"4239",7,0.99596,32172
"4240",1,0.77083,32177
"4241",5,0.631,32190
"4242",12,0.99869,32197
"4243",5,0.5193,32206
"4244",5,0.50899,32209
"4245",7,0.44558,32214
"4246",4,0.57837,32217
"4247",7,0.99726,32241
"4248",4,0.99625,32244
"4249",12,0.99843,32248
"4250",1,0.97009,32254
"4251",4,0.99713,32257
"4252",10,0.97032,32266
"4253",11,0.99661,32271
"4254",1,0.4977,32273
"4255",12,0.99661,32284
"4256",6,0.99761,32289
"4257",8,0.93952,32298
"4258",11,0.99903,32309
"4259",3,0.87398,32311
"4260",1,0.50874,32314
"4261",4,0.99606,32315
"4262",3,0.53693,32329
"4263",11,0.63428,32339
"4264",8,0.52941,32342
"4265",11,0.99934,32346
"4266",10,0.9958,32354
"4267",10,0.82125,32358
"4268",12,0.99448,32372
"4269",7,0.75459,32385
"4270",6,0.77185,32397
"4271",12,0.68564,32408
"4272",2,0.61928,32410
"4273",2,0.63826,32414
"4274",11,0.99735,32425
"4275",5,0.63482,32426
"4276",11,0.70067,32429
"4277",12,0.9986,32432
"4278",9,0.93794,32438
"4279",2,0.71844,32440
"4280",9,0.99718,32443
"4281",4,0.53346,32453
"4282",7,0.99752,32463
"4283",6,0.99784,32469
"4284",4,0.9051,32480
"4285",8,0.7564,32481
"4286",6,0.78241,32487
"4287",6,0.95156,32488
"4288",4,0.71559,32492
"4289",8,0.99616,32506
"4290",9,0.7788,32512
"4291",3,0.8374,32530
"4292",9,0.74188,32531
"4293",3,0.85705,32537
"4294",6,0.99852,32539
"4295",7,0.47864,32540
"4296",12,0.99836,32564
"4297",2,0.99815,32568
"4298",4,0.87294,32571
"4299",3,0.66783,32584
"4300",11,0.9986,32587
"4301",4,0.90028,32589
"4302",7,0.90526,32592
"4303",4,0.76395,32600
"4304",11,0.97532,32604
"4305",2,0.67803,32609
"4306",7,0.99941,32617
"4307",4,0.85399,32633
"4308",12,0.4696,32636
"4309",4,0.99733,32644
"4310",3,0.54159,32656
"4311",6,0.99448,32657
"4312",4,0.8665,32665
"4313",4,0.50276,32676
"4314",4,0.91098,32679
"4315",9,0.50397,32686
"4316",9,0.67553,32688
"4317",12,0.67663,32696
"4318",6,0.99773,32706
"4319",3,0.70411,32711
"4320",8,0.99852,32726
"4321",6,0.99726,32741
"4322",12,0.9979,32753
"4323",5,0.47077,32755
"4324",6,0.99372,32758
"4325",4,0.99697,32762
"4326",2,0.89747,32775
"4327",5,0.43089,32783
"4328",2,0.99932,32787
"4329",12,0.64134,32806
"4330",11,0.99877,32808
"4331",11,0.99922,32812
"4332",5,0.55201,32817
"4333",8,0.99484,32822
"4334",11,0.80644,32827
"4335",5,0.99875,32830
"4336",7,0.50924,32835
"4337",9,0.46533,32846
"4338",7,0.89638,32852
"4339",12,0.93749,32866
"4340",2,0.90763,32868
"4341",2,0.50611,32877
"4342",5,0.39813,32890
"4343",2,0.36334,32895
"4344",10,0.7043,32897
"4345",9,0.80787,32906
"4346",6,0.96795,32910
"4347",8,0.46794,32931
"4348",6,0.81658,32933
"4349",3,0.90286,32936
"4350",5,0.57885,32949
"4351",10,0.43204,32953
"4352",4,0.70441,32961
"4353",4,0.74941,32963
"4354",12,0.99688,32965
"4355",12,0.98064,32966
"4356",6,0.89599,32968
"4357",2,0.80783,32970
"4358",9,0.99894,32985
"4359",12,0.92188,32990
"4360",8,0.83091,33007
"4361",3,0.61778,33017
"4362",11,0.81757,33019
"4363",5,0.55379,33021
"4364",6,0.99668,33024
"4365",12,0.58248,33026
"4366",6,0.99611,33031
"4367",9,0.8947,33034
"4368",3,0.78799,33043
"4369",4,0.967,33046
"4370",8,0.99611,33073
"4371",12,0.99884,33079
"4372",11,0.9769,33082
"4373",2,0.99935,33085
"4374",5,0.74926,33094
"4375",4,0.99508,33100
"4376",9,0.44165,33105
"4377",4,0.9611,33107
"4378",4,0.53372,33110
"4379",9,0.99784,33114
"4380",11,0.80622,33117
"4381",12,0.65296,33130
"4382",6,0.65662,33133
"4383",12,0.41034,33142
"4384",8,0.99601,33194
"4385",11,0.5064,33195
"4386",8,0.99458,33197
"4387",10,0.46111,33221
"4388",2,0.85336,33223
"4389",12,0.65511,33225
"4390",7,0.45933,33231
"4391",8,0.99611,33232
"4392",7,0.74269,33234
"4393",5,0.58312,33236
"4394",5,0.96238,33245
"4395",5,0.83314,33247
"4396",7,0.63506,33255
"4397",4,0.86282,33263
"4398",9,0.79589,33272
"4399",12,0.68212,33281
"4400",7,0.85429,33284
"4401",9,0.7873,33316
"4402",6,0.97822,33329
"4403",4,0.99819,33330
"4404",3,0.58921,33335
"4405",12,0.99886,33340
"4406",9,0.54001,33360
"4407",11,0.81929,33370
"4408",11,0.70321,33371
"4409",8,0.99196,33394
"4410",9,0.50076,33406
"4411",12,0.45783,33408
"4412",8,0.99865,33419
"4413",7,0.48069,33421
"4414",7,0.99934,33433
"4415",5,0.57965,33437
"4416",8,0.88723,33444
"4417",2,0.51686,33445
"4418",4,0.99784,33447
"4419",7,0.61651,33448
"4420",9,0.78982,33453
"4421",9,0.70973,33460
"4422",8,0.99723,33470
"4423",6,0.55009,33475
"4424",12,0.99773,33496
"4425",2,0.98018,33500
"4426",11,0.49888,33522
"4427",2,0.91835,33525
"4428",9,0.67914,33533
"4429",8,0.99744,33537
"4430",8,0.99834,33538
"4431",8,0.62221,33543
"4432",9,0.52846,33544
"4433",9,0.85592,33550
"4434",9,0.90188,33552
"4435",3,0.99634,33566
"4436",9,0.47642,33568
"4437",3,0.57112,33571
"4438",12,0.92236,33598
"4439",9,0.91015,33599
"4440",12,0.71365,33605
"4441",9,0.99913,33617
"4442",3,0.53279,33620
"4443",3,0.48715,33622
"4444",4,0.62777,33632
"4445",9,0.99569,33646
"4446",7,0.46793,33648
"4447",11,0.56867,33667
"4448",2,0.79578,33670
"4449",2,0.40085,33674
"4450",4,0.99937,33686
"4451",3,0.53174,33687
"4452",2,0.99773,33695
"4453",4,0.98292,33702
"4454",9,0.61924,33707
"4455",6,0.87918,33715
"4456",11,0.99892,33719
"4457",3,0.72815,33729
"4458",4,0.88907,33735
"4459",4,0.88167,33738
"4460",4,0.94056,33741
"4461",4,0.8398,33743
"4462",12,0.68968,33745
"4463",8,0.51723,33747
"4464",6,0.75139,33755
"4465",7,0.45436,33756
"4466",4,0.97511,33770
"4467",5,0.68236,33775
"4468",11,0.86542,33779
"4469",12,0.99557,33783
"4470",6,0.49924,33796
"4471",2,0.92955,33801
"4472",4,0.32922,33802
"4473",7,0.84653,33804
"4474",9,0.53863,33805
"4475",3,0.45957,33809
"4476",11,0.87846,33830
"4477",11,0.99945,33831
"4478",10,0.69486,33833
"4479",2,0.88844,33834
"4480",6,0.47004,33843
"4481",4,0.72539,33862
"4482",12,0.9822,33874
"4483",3,0.52938,33880
"4484",4,0.99884,33885
"4485",4,0.96576,33891
"4486",8,0.7648,33897
"4487",8,0.99716,33904
"4488",8,0.96436,33905
"4489",8,0.99705,33910
"4490",1,0.90416,33914
"4491",9,0.7597,33940
"4492",8,0.99372,33950
"4493",9,0.72337,33958
"4494",4,0.9991,33969
"4495",8,0.99864,33972
"4496",6,0.99839,33984
"4497",9,0.80556,33991
"4498",4,0.99904,33998
"4499",12,0.9973,34002
"4500",3,0.98434,34005
"4501",8,0.77841,34012
"4502",1,0.40807,34018
"4503",10,0.66588,34030
"4504",12,0.92842,34031
"4505",12,0.6183,34041
"4506",9,0.58273,34042
"4507",10,0.64841,34064
"4508",6,0.97125,34078
"4509",11,0.4688,34080
"4510",1,0.33963,34104
"4511",7,0.59616,34117
"4512",1,0.57829,34141
"4513",4,0.71902,34145
"4514",9,0.809,34178
"4515",4,0.59478,34180
"4516",12,0.94793,34182
"4517",7,0.71226,34184
"4518",4,0.69827,34185
"4519",4,0.87282,34195
"4520",8,0.97002,34204
"4521",12,0.99891,34254
"4522",5,0.31593,34260
"4523",8,0.99867,34266
"4524",12,0.99832,34273
"4525",12,0.90276,34277
"4526",8,0.9089,34282
"4527",2,0.54663,34297
"4528",11,0.81611,34306
"4529",1,0.49979,34310
"4530",8,0.52572,34324
"4531",3,0.45667,34338
"4532",5,0.56892,34342
"4533",12,0.51155,34354
"4534",12,0.90326,34357
"4535",5,0.82535,34369
"4536",4,0.85674,34370
"4537",3,0.40467,34386
"4538",3,0.99871,34387
"4539",8,0.93777,34394
"4540",8,0.73861,34405
"4541",10,0.52188,34407
"4542",1,0.59044,34422
"4543",4,0.66054,34425
"4544",5,0.58419,34429
"4545",12,0.68463,34449
"4546",3,0.74358,34453
"4547",2,0.33978,34461
"4548",12,0.9391,34468
"4549",8,0.93776,34470
"4550",8,0.99875,34473
"4551",11,0.37878,34476
"4552",4,0.99287,34482
"4553",7,0.89436,34487
"4554",7,0.62782,34502
"4555",7,0.99939,34508
"4556",11,0.49544,34512
"4557",12,0.99816,34526
"4558",10,0.66972,34558
"4559",12,0.68892,34562
"4560",3,0.59896,34564
"4561",7,0.99803,34566
"4562",7,0.99845,34567
"4563",2,0.25762,34580
"4564",5,0.43927,34590
"4565",11,0.99708,34606
"4566",8,0.99697,34624
"4567",9,0.99523,34625
"4568",7,0.45121,34631
"4569",5,0.99694,34634
"4570",11,0.83763,34638
"4571",11,0.3619,34643
"4572",11,0.90613,34648
"4573",6,0.90276,34660
"4574",5,0.66526,34666
"4575",8,0.87358,34670
"4576",9,0.41752,34673
"4577",2,0.36871,34689
"4578",6,0.83664,34690
"4579",3,0.99842,34692
"4580",8,0.93587,34693
"4581",12,0.73383,34710
"4582",1,0.71715,34711
"4583",3,0.87039,34716
"4584",7,0.79581,34717
"4585",6,0.99834,34729
"4586",7,0.95466,34732
"4587",6,0.918,34733
"4588",2,0.58866,34744
"4589",3,0.86527,34771
"4590",3,0.99886,34775
"4591",2,0.83237,34783
"4592",4,0.93149,34789
"4593",11,0.8284,34804
"4594",2,0.50183,34814
"4595",8,0.37927,34816
"4596",4,0.83148,34836
"4597",12,0.99672,34837
"4598",4,0.71027,34847
"4599",8,0.99787,34850
"4600",6,0.69764,34930
"4601",12,0.8465,34931
"4602",8,0.99878,34934
"4603",11,0.66001,34940
"4604",10,0.66771,34952
"4605",6,0.53747,34953
"4606",6,0.65437,34954
"4607",1,0.88532,34958
"4608",6,0.87444,34969
"4609",9,0.71985,34977
"4610",5,0.73069,34986
"4611",11,0.99856,34989
"4612",9,0.65611,34991
"4613",9,0.71761,34995
"4614",12,0.96625,35004
"4615",7,0.86044,35029
"4616",9,0.81169,35034
"4617",8,0.94012,35043
"4618",4,0.9588,35048
"4619",2,0.59966,35052
"4620",4,0.82063,35068
"4621",7,0.86477,35080
"4622",12,0.91855,35083
"4623",12,0.99826,35086
"4624",9,0.40044,35096
"4625",6,0.3689,35099
"4626",3,0.60892,35107
"4627",6,0.99744,35119
"4628",6,0.9975,35120
"4629",2,0.50021,35125
"4630",5,0.86825,35126
"4631",8,0.92336,35136
"4632",5,0.78537,35137
"4633",8,0.76409,35139
"4634",11,0.54359,35155
"4635",7,0.48358,35158
"4636",12,0.86412,35168
"4637",12,0.95277,35183
"4638",11,0.99586,35193
"4639",8,0.73263,35197
"4640",4,0.76294,35201
"4641",6,0.60165,35202
"4642",5,0.9985,35218
"4643",8,0.99748,35231
"4644",6,0.70578,35236
"4645",11,0.99317,35245
"4646",3,0.51818,35261
"4647",9,0.71856,35262
"4648",6,0.65902,35263
"4649",4,0.55204,35271
"4650",4,0.84437,35278
"4651",10,0.38876,35283
"4652",10,0.46388,35291
"4653",8,0.35543,35298
"4654",4,0.6775,35311
"4655",2,0.96192,35317
"4656",7,0.72989,35325
"4657",6,0.73122,35326
"4658",1,0.34354,35334
"4659",4,0.97284,35339
"4660",11,0.99827,35353
"4661",4,0.99739,35356
"4662",12,0.97208,35359
"4663",12,0.64607,35366
"4664",6,0.99678,35370
"4665",10,0.70793,35390
"4666",6,0.55604,35393
"4667",12,0.67817,35428
"4668",12,0.99775,35439
"4669",1,0.96165,35452
"4670",2,0.87582,35453
"4671",12,0.42412,35455
"4672",12,0.67662,35463
"4673",10,0.76577,35468
"4674",12,0.65082,35480
"4675",12,0.43206,35487
"4676",2,0.99638,35488
"4677",2,0.46014,35490
"4678",2,0.51296,35491
"4679",8,0.9953,35500
"4680",11,0.60181,35503
"4681",4,0.66766,35505
"4682",2,0.99833,35513
"4683",6,0.842,35525
"4684",6,0.99557,35526
"4685",11,0.93095,35534
"4686",4,0.83241,35535
"4687",3,0.99906,35553
"4688",7,0.99805,35554
"4689",8,0.39767,35561
"4690",5,0.83915,35571
"4691",6,0.40929,35581
"4692",1,0.7934,35587
"4693",8,0.99759,35598
"4694",9,0.99661,35606
"4695",12,0.76522,35625
"4696",4,0.99897,35630
"4697",12,0.89496,35644
"4698",12,0.79139,35647
"4699",9,0.99781,35651
"4700",11,0.95836,35659
"4701",12,0.86903,35662
"4702",12,0.6815,35676
"4703",8,0.9984,35710
"4704",6,0.78655,35714
"4705",12,0.31831,35717
"4706",3,0.88648,35718
"4707",4,0.79283,35720
"4708",3,0.50335,35725
"4709",12,0.9519,35731
"4710",4,0.62254,35733
"4711",12,0.64613,35745
"4712",7,0.606,35764
"4713",12,0.5003,35777
"4714",12,0.95953,35779
"4715",11,0.74707,35800
"4716",9,0.99317,35802
"4717",7,0.68515,35805
"4718",3,0.78218,35807
"4719",8,0.99235,35810
"4720",11,0.99826,35814
"4721",4,0.99771,35822
"4722",5,0.92827,35835
"4723",12,0.88928,35836
"4724",1,0.57885,35839
"4725",7,0.9975,35850
"4726",12,0.53643,35851
"4727",4,0.50942,35857
"4728",7,0.69663,35872
"4729",5,0.99688,35874
"4730",6,0.71056,35879
"4731",6,0.74628,35882
"4732",11,0.56408,35886
"4733",3,0.78492,35889
"4734",5,0.79842,35895
"4735",6,0.99646,35907
"4736",7,0.80023,35912
"4737",10,0.70612,35923
"4738",9,0.74161,35929
"4739",4,0.99051,35931
"4740",9,0.4133,35938
"4741",4,0.9634,35946
"4742",3,0.46259,35954
"4743",12,0.40951,35965
"4744",12,0.52742,35968
"4745",9,0.58385,35979
"4746",4,0.60131,35999
"4747",2,0.86299,36013
"4748",6,0.7508,36017
"4749",8,0.9842,36021
"4750",8,0.9818,36023
"4751",12,0.88997,36024
"4752",7,0.99912,36033
"4753",10,0.46458,36051
"4754",4,0.92678,36060
"4755",8,0.99045,36067
"4756",8,0.96179,36072
"4757",12,0.63736,36076
"4758",3,0.60462,36078
"4759",2,0.65021,36079
"4760",3,0.51648,36082
"4761",3,0.36841,36089
"4762",4,0.90482,36092
"4763",4,0.47437,36094
"4764",4,0.68653,36096
"4765",5,0.66184,36098
"4766",12,0.91313,36104
"4767",2,0.38165,36112
"4768",7,0.60875,36123
"4769",8,0.9955,36128
"4770",6,0.73265,36151
"4771",2,0.40481,36162
"4772",2,0.99439,36165
"4773",11,0.65098,36168
"4774",12,0.95764,36176
"4775",10,0.99678,36182
"4776",8,0.99821,36198
"4777",9,0.71944,36200
"4778",8,0.99611,36209
"4779",6,0.43382,36217
"4780",9,0.5571,36218
"4781",5,0.99785,36219
"4782",7,0.99634,36223
"4783",8,0.53026,36225
"4784",3,0.88574,36237
"4785",3,0.81258,36258
"4786",5,0.43829,36267
"4787",9,0.99196,36272
"4788",11,0.99678,36279
"4789",9,0.45571,36281
"4790",5,0.98173,36297
"4791",12,0.99787,36298
"4792",4,0.47444,36335
"4793",12,0.53316,36356
"4794",10,0.94918,36374
"4795",10,0.62568,36377
"4796",9,0.47076,36383
"4797",4,0.99908,36385
"4798",11,0.53635,36389
"4799",3,0.53631,36398
"4800",9,0.84474,36403
"4801",11,0.53186,36409
"4802",4,0.92744,36411
"4803",12,0.33161,36414
"4804",9,0.98645,36424
"4805",11,0.99914,36428
"4806",12,0.94422,36431
"4807",9,0.77927,36433
"4808",1,0.43599,36445
"4809",7,0.90104,36452
"4810",3,0.58947,36453
"4811",3,0.74648,36454
"4812",7,0.93389,36455
"4813",7,0.51203,36471
"4814",12,0.99718,36474
"4815",8,0.99596,36480
"4816",6,0.99826,36493
"4817",6,0.79107,36520
"4818",9,0.67267,36521
"4819",6,0.72618,36522
"4820",8,0.53763,36524
"4821",4,0.99788,36545
"4822",6,0.99287,36546
"4823",5,0.99778,36553
"4824",4,0.78375,36557
"4825",8,0.92162,36569
"4826",4,0.66526,36571
"4827",2,0.99879,36600
"4828",2,0.36315,36607
"4829",5,0.76063,36610
"4830",4,0.76374,36613
"4831",12,0.51794,36615
"4832",2,0.38609,36618
"4833",7,0.42029,36622
"4834",5,0.54531,36637
"4835",2,0.41173,36638
"4836",12,0.80719,36642
"4837",7,0.96095,36645
"4838",8,0.65532,36652
"4839",8,0.99826,36655
"4840",7,0.44466,36658
"4841",4,0.62497,36663
"4842",9,0.84012,36682
"4843",12,0.88504,36687
"4844",5,0.69077,36689
"4845",8,0.92627,36715
"4846",11,0.56226,36732
"4847",7,0.99778,36746
"4848",11,0.90682,36747
"4849",12,0.88659,36754
"4850",5,0.5639,36761
"4851",6,0.40684,36796
"4852",11,0.99691,36811
"4853",6,0.48447,36816
"4854",12,0.53093,36821
"4855",10,0.57544,36825
"4856",9,0.48016,36835
"4857",7,0.86775,36837
"4858",6,0.54789,36843
"4859",8,0.50853,36850
"4860",9,0.68913,36873
"4861",8,0.57501,36891
"4862",4,0.89069,36898
"4863",11,0.47776,36906
"4864",7,0.9056,36931
"4865",8,0.99766,36934
"4866",5,0.64547,36953
"4867",10,0.79769,36954
"4868",2,0.833,36965
"4869",5,0.87233,36966
"4870",12,0.99836,36973
"4871",2,0.95785,36985
"4872",10,0.59179,36991
"4873",12,0.6429,36999
"4874",10,0.7648,37001
"4875",8,0.48254,37011
"4876",2,0.52915,37019
"4877",4,0.7623,37020
"4878",5,0.52858,37023
"4879",5,0.52052,37029
"4880",4,0.36235,37032
"4881",1,0.55176,37033
"4882",12,0.64925,37036
"4883",10,0.91163,37061
"4884",4,0.55327,37065
"4885",3,0.54154,37068
"4886",2,0.609,37071
"4887",4,0.99844,37074
"4888",1,0.86895,37076
"4889",6,0.99616,37080
"4890",6,0.57538,37082
"4891",6,0.95349,37083
"4892",8,0.91261,37089
"4893",8,0.9832,37104
"4894",11,0.91663,37105
"4895",4,0.66583,37118
"4896",10,0.98429,37119
"4897",11,0.8079,37139
"4898",4,0.99893,37149
"4899",4,0.63688,37158
"4900",4,0.66583,37166
"4901",1,0.45656,37187
"4902",11,0.78389,37190
"4903",7,0.60463,37198
"4904",11,0.74023,37204
"4905",6,0.40627,37221
"4906",3,0.85797,37245
"4907",4,0.3021,37247
"4908",12,0.67884,37257
"4909",4,0.68445,37259
"4910",2,0.69258,37260
"4911",2,0.85536,37277
"4912",8,0.99775,37283
"4913",8,0.77096,37286
"4914",11,0.50184,37294
"4915",4,0.99713,37302
"4916",4,0.89642,37312
"4917",3,0.71774,37314
"4918",8,0.95467,37326
"4919",3,0.93138,37338
"4920",9,0.40091,37342
"4921",8,0.59838,37347
"4922",6,0.99861,37355
"4923",7,0.81212,37357
"4924",1,0.42435,37361
"4925",3,0.47392,37378
"4926",9,0.53103,37390
"4927",3,0.4165,37398
"4928",9,0.99853,37416
"4929",8,0.56201,37427
"4930",3,0.98568,37444
"4931",5,0.67424,37459
"4932",6,0.99418,37464
"4933",6,0.9955,37465
"4934",8,0.9337,37469
"4935",8,0.89443,37478
"4936",4,0.94706,37481
"4937",7,0.93995,37484
"4938",4,0.66261,37489
"4939",4,0.61498,37505
"4940",1,0.53264,37520
"4941",3,0.37059,37528
"4942",11,0.65203,37535
"4943",2,0.64304,37537
"4944",10,0.7161,37542
"4945",1,0.39788,37549
"4946",10,0.99918,37557
"4947",8,0.36223,37563
"4948",12,0.67424,37581
"4949",2,0.87733,37596
"4950",1,0.52414,37604
"4951",11,0.99883,37617
"4952",11,0.77844,37632
"4953",10,0.68345,37637
"4954",5,0.54023,37640
"4955",4,0.52166,37647
"4956",1,0.99915,37657
"4957",4,0.99886,37666
"4958",4,0.99848,37672
"4959",10,0.79028,37676
"4960",6,0.43774,37684
"4961",11,0.999,37686
"4962",8,0.79252,37693
"4963",1,0.68979,37719
"4964",4,0.87918,37726
"4965",2,0.42221,37728
"4966",11,0.48271,37733
"4967",4,0.78568,37735
"4968",3,0.5425,37745
"4969",12,0.72822,37750
"4970",3,0.68713,37799
"4971",9,0.53049,37802
"4972",8,0.99807,37803
"4973",1,0.32755,37821
"4974",8,0.99866,37823
"4975",8,0.99611,37835
"4976",11,0.28785,37840
"4977",8,0.99657,37848
"4978",9,0.77043,37854
"4979",7,0.99852,37863
"4980",9,0.98471,37868
"4981",12,0.97599,37871
"4982",7,0.56551,37874
"4983",7,0.53805,37877
"4984",12,0.9737,37885
"4985",4,0.99646,37904
"4986",6,0.87791,37908
"4987",8,0.99836,37926
"4988",3,0.99896,37927
"4989",3,0.5503,37928
"4990",12,0.40245,37929
"4991",8,0.99835,37938
"4992",8,0.90302,37943
"4993",8,0.99896,37948
"4994",8,0.99467,37950
"4995",5,0.94392,37958
"4996",8,0.84875,37962
"4997",11,0.99919,37963
"4998",12,0.874,37965
"4999",1,0.70435,37990
"5000",8,0.78669,37991
"5001",3,0.68194,37994
"5002",3,0.66017,37995
"5003",8,0.99867,37996
"5004",6,0.56646,37999
"5005",6,0.97263,38004
"5006",8,0.67802,38007
"5007",10,0.418,38017
"5008",8,0.76018,38028
"5009",2,0.59555,38040
"5010",2,0.62706,38041
"5011",8,0.99779,38045
"5012",2,0.51997,38048
"5013",4,0.99917,38050
"5014",4,0.62878,38051
"5015",4,0.99672,38060
"5016",4,0.85841,38068
"5017",7,0.92737,38082
"5018",7,0.98939,38087
"5019",1,0.67574,38093
"5020",7,0.83985,38095
"5021",2,0.36117,38104
"5022",6,0.77042,38107
"5023",2,0.62312,38114
"5024",9,0.73388,38115
"5025",9,0.39987,38119
"5026",4,0.78585,38120
"5027",7,0.99711,38127
"5028",7,0.99805,38129
"5029",7,0.43848,38134
"5030",4,0.90098,38146
"5031",4,0.99909,38153
"5032",8,0.99852,38162
"5033",5,0.39259,38167
"5034",8,0.98259,38170
"5035",2,0.70191,38196
"5036",9,0.88687,38197
"5037",9,0.64368,38208
"5038",12,0.94325,38212
"5039",1,0.93421,38224
"5040",4,0.73621,38233
"5041",8,0.91253,38245
"5042",4,0.83087,38251
"5043",4,0.79634,38275
"5044",9,0.96535,38291
"5045",12,0.42048,38296
"5046",7,0.99899,38301
"5047",4,0.99894,38311
"5048",4,0.99858,38320
"5049",12,0.98722,38336
"5050",3,0.68939,38338
"5051",11,0.8632,38344
"5052",12,0.82185,38347
"5053",7,0.99688,38356
"5054",6,0.97682,38367
"5055",2,0.80931,38368
"5056",8,0.9981,38374
"5057",4,0.89806,38378
"5058",3,0.60972,38390
"5059",4,0.89308,38397
"5060",5,0.42919,38404
"5061",2,0.68248,38419
"5062",4,0.76417,38424
"5063",6,0.65044,38428
"5064",12,0.99606,38438
"5065",1,0.68274,38464
"5066",10,0.3959,38471
"5067",12,0.99678,38474
"5068",12,0.55356,38478
"5069",6,0.47783,38485
"5070",6,0.99661,38486
"5071",7,0.47521,38500
"5072",1,0.89024,38502
"5073",2,0.92473,38505
"5074",4,0.37781,38513
